transaction_id,transaction_date,transaction_amount,transaction_fee,transaction_status,fraud_flag,customer_id,customer_type,merchant_id,merchant_category,payment_method,country
57,2023-04-02,613.58,1.63,Success,0,1168,New,512,Subscriptions,Credit Card,UK
58,2023-09-21,295.73,4.55,Refunded,0,5985,New,492,Retail,PayPal Balance,CA
59,2023-02-04,110.34,3.49,Success,0,8469,New,342,Travel,Credit Card,UK
60,2023-07-25,185.18,0.9,Success,0,7565,New,432,E-commerce,Bank Transfer,IT
61,2023-03-22,207.26,2.08,Refunded,0,8008,Existing,412,Subscriptions,PayPal Balance,FR
62,2023-02-19,617.32,3.43,Success,0,1280,Existing,318,Retail,PayPal Balance,ES
63,2023-12-26,182.9,3.72,Success,0,8646,Existing,286,Retail,Bank Transfer,USA
64,2023-01-02,59.52,2.74,Success,0,6460,Existing,628,Retail,Bank Transfer,DE
65,2023-02-23,292.88,1.63,Failed,0,8874,Existing,698,E-commerce,Debit Card,ES
66,2023-04-16,92.35,3.51,Success,0,3404,Existing,523,E-commerce,PayPal Balance,ES
67,2023-09-17,81.55,0.88,Success,0,5365,New,273,Retail,Debit Card,TN
68,2023-11-06,907.11,4.06,Success,0,1832,Existing,416,Gaming,Debit Card,FR
69,2023-07-10,81.97,3.9,Success,0,4180,New,422,Subscriptions,PayPal Balance,IT
70,2023-08-06,433.86,1.79,Success,0,8678,New,677,Gaming,PayPal Balance,USA
71,2023-02-13,676.75,0.77,Success,0,3217,Existing,267,Retail,Credit Card,USA
72,2023-06-11,92.76,0.9,Success,0,5577,New,424,Retail,Credit Card,TN
73,2023-07-21,503.49,2.42,Success,0,6992,Existing,679,Subscriptions,PayPal Balance,USA
74,2023-09-27,344.32,1.33,Success,0,3424,Existing,365,Gaming,Bank Transfer,IT
75,2023-12-17,317.04,2.46,Success,0,5197,Existing,707,Subscriptions,PayPal Balance,CA
76,2023-10-31,67.15,0.76,Success,0,3018,Existing,640,E-commerce,Debit Card,ES
77,2023-09-28,299.14,2.49,Success,0,8241,New,387,Gaming,Credit Card,USA
78,2023-08-03,384.79,4.56,Success,0,4459,Existing,519,Retail,PayPal Balance,TN
79,2023-09-09,395.59,3.55,Success,0,7977,Existing,448,Subscriptions,Debit Card,FR
80,2023-07-09,223.5,0.79,Success,0,8089,New,664,Gaming,Debit Card,UK
81,2023-10-23,367.34,0.88,Success,0,2710,New,702,E-commerce,Debit Card,IT
82,2023-08-01,444.02,2.78,Success,0,5361,Existing,689,Travel,Debit Card,UK
83,2023-07-27,51.95,1.69,Success,0,2506,Existing,417,Subscriptions,Credit Card,FR
84,2023-08-25,366.01,2.49,Failed,0,5526,Existing,344,Subscriptions,Debit Card,FR
85,2023-12-04,155.66,3.96,Success,0,4877,New,640,Subscriptions,Bank Transfer,DE
86,2023-02-22,256.24,2.27,Success,0,5425,New,780,Travel,Bank Transfer,IT
87,2023-10-07,417.76,1.85,Success,0,8032,New,341,Gaming,Bank Transfer,UK
88,2023-08-05,104.62,4.53,Success,0,6099,Existing,496,Travel,Credit Card,CA
89,2023-09-09,262.84,3.71,Failed,0,2245,Existing,430,Subscriptions,Credit Card,UK
90,2023-07-07,328.74,3.35,Success,0,5489,Existing,775,Subscriptions,Debit Card,USA
91,2023-02-10,156.97,0.82,Success,0,3739,New,723,E-commerce,PayPal Balance,IT
92,2023-06-06,217.92,2.75,Refunded,0,5090,Existing,740,E-commerce,Bank Transfer,FR
93,2023-01-15,154.75,4.53,Success,0,7752,Existing,257,E-commerce,Bank Transfer,DE
94,2023-10-28,435.14,4.2,Success,0,1502,Existing,561,Gaming,PayPal Balance,IT
95,2023-03-06,162.08,0.79,Success,0,8542,Existing,600,E-commerce,Debit Card,USA
96,2023-12-11,561.65,3.88,Success,0,6981,Existing,604,Retail,Debit Card,USA
97,2023-11-23,357.66,4.43,Success,0,2210,Existing,724,Retail,Debit Card,DE
98,2023-01-09,441.36,1.6,Success,0,8489,New,578,Retail,PayPal Balance,FR
99,2023-12-10,209.09,2.84,Success,0,2807,New,498,E-commerce,Debit Card,FR
100,2023-05-09,122.68,4.49,Success,0,3759,Existing,310,Gaming,Bank Transfer,CA
101,2023-05-16,184.64,4.46,Success,0,2676,New,225,E-commerce,PayPal Balance,UK
102,2023-03-04,42.6,2.36,Success,0,1348,Existing,322,Subscriptions,PayPal Balance,IT
103,2023-05-19,301.72,2.78,Failed,0,8881,Existing,435,Subscriptions,Credit Card,TN
104,2023-03-22,125.62,0.98,Success,0,6298,Existing,756,Subscriptions,PayPal Balance,UK
105,2023-06-12,102.35,2.9,Success,0,4026,Existing,709,Travel,Debit Card,TN
106,2023-10-16,205.16,4.37,Success,0,8962,Existing,365,E-commerce,Credit Card,TN
107,2023-09-18,282.0,1.28,Success,0,3935,Existing,695,Gaming,Credit Card,USA
108,2023-08-19,595.7,2.56,Failed,0,3693,Existing,663,Subscriptions,PayPal Balance,TN
109,2023-02-10,249.42,3.39,Success,0,4909,Existing,341,E-commerce,PayPal Balance,IT
110,2023-01-28,153.64,0.72,Success,0,2443,Existing,706,Gaming,PayPal Balance,USA
111,2023-05-15,390.94,0.66,Success,0,5416,Existing,653,Travel,Debit Card,TN
112,2023-07-20,291.93,4.32,Success,0,4289,Existing,241,Travel,PayPal Balance,IT
113,2023-11-24,249.92,4.84,Success,0,7972,New,254,Subscriptions,Debit Card,IT
114,2023-09-25,494.55,3.92,Success,0,4868,Existing,717,E-commerce,Credit Card,IT
115,2023-02-02,364.68,4.83,Success,0,3777,New,713,Gaming,PayPal Balance,DE
116,2023-02-17,103.11,1.19,Success,0,7191,Existing,739,Gaming,Bank Transfer,ES
117,2023-03-03,352.15,4.42,Success,0,4052,Existing,784,Subscriptions,PayPal Balance,ES
118,2023-08-04,265.32,4.58,Success,0,5385,Existing,793,Subscriptions,Bank Transfer,UK
119,2023-10-20,210.75,1.81,Success,0,8383,Existing,281,Subscriptions,Credit Card,UK
120,2023-04-09,118.16,3.42,Failed,0,4874,New,287,Travel,PayPal Balance,ES
121,2023-06-21,154.68,1.88,Success,0,4264,New,262,Subscriptions,PayPal Balance,FR
122,2023-12-26,165.32,0.99,Refunded,0,5877,New,360,Travel,PayPal Balance,FR
123,2023-08-02,40.8,4.16,Success,0,5438,Existing,401,Retail,Bank Transfer,FR
124,2023-02-04,471.4,4.58,Refunded,0,6454,New,506,Retail,Bank Transfer,FR
125,2023-08-15,290.47,1.0,Success,0,1207,Existing,412,E-commerce,PayPal Balance,DE
126,2023-04-11,381.07,3.42,Success,0,4815,Existing,729,Subscriptions,Bank Transfer,TN
127,2023-05-11,612.25,4.87,Success,0,2144,Existing,720,Retail,Bank Transfer,CA
128,2023-09-14,173.78,1.73,Success,0,4509,New,262,Subscriptions,Debit Card,UK
129,2023-01-05,139.91,3.88,Success,0,7667,New,514,Retail,PayPal Balance,FR
130,2023-08-06,266.23,2.36,Success,0,1081,Existing,745,Subscriptions,Debit Card,CA
131,2023-09-12,237.1,0.79,Success,0,7916,Existing,719,Subscriptions,PayPal Balance,FR
132,2023-12-25,322.37,3.65,Failed,0,5556,New,504,Travel,Bank Transfer,IT
133,2023-10-10,415.6,1.61,Success,0,7658,Existing,562,E-commerce,Debit Card,IT
134,2023-07-26,171.39,3.18,Success,0,6930,New,231,Travel,Debit Card,FR
135,2023-01-15,68.29,0.82,Success,0,6542,New,410,Travel,Debit Card,CA
136,2023-12-12,246.83,1.04,Success,0,7502,Existing,697,Travel,Debit Card,CA
137,2023-02-11,440.72,0.53,Success,0,4750,Existing,288,E-commerce,PayPal Balance,ES
138,2023-06-28,306.52,1.48,Success,0,5395,New,320,Travel,Bank Transfer,CA
139,2023-03-04,202.22,1.09,Success,0,7063,Existing,595,Retail,Debit Card,CA
140,2023-12-18,122.02,1.82,Success,0,1717,Existing,585,Travel,Debit Card,CA
141,2023-08-19,474.85,1.42,Success,0,7196,Existing,562,Subscriptions,Debit Card,USA
142,2023-08-29,135.38,1.69,Success,0,5808,Existing,622,Retail,Debit Card,IT
143,2023-02-21,250.98,1.08,Refunded,0,5143,Existing,379,Retail,Credit Card,UK
144,2023-04-06,265.46,1.3,Success,0,4681,New,300,Travel,PayPal Balance,FR
145,2023-08-10,382.35,1.77,Success,0,4988,New,784,Subscriptions,Bank Transfer,DE
146,2023-08-19,82.28,2.46,Success,0,3986,Existing,791,E-commerce,Bank Transfer,UK
147,2023-08-25,480.45,1.68,Failed,0,4755,Existing,706,Subscriptions,Bank Transfer,CA
148,2023-05-23,283.47,1.34,Success,0,8840,New,513,E-commerce,Credit Card,IT
149,2023-06-20,317.99,3.36,Success,0,4395,Existing,215,Retail,Credit Card,USA
150,2023-01-29,197.42,2.13,Success,1,1370,Existing,244,Gaming,Debit Card,UK
151,2023-02-05,147.52,3.22,Success,0,2310,New,302,Subscriptions,Credit Card,ES
152,2023-01-13,385.39,2.3,Success,0,1053,Existing,486,Retail,Debit Card,TN
153,2023-06-09,409.66,2.36,Success,0,2314,New,318,Retail,Bank Transfer,TN
154,2023-11-23,202.77,2.19,Success,0,7905,Existing,792,Retail,Bank Transfer,ES
155,2023-07-06,190.16,4.34,Success,0,4216,New,519,Travel,Credit Card,ES
156,2023-08-31,196.82,2.23,Success,1,6623,New,649,Gaming,Bank Transfer,IT
157,2023-03-27,79.8,3.21,Success,0,4666,Existing,249,Subscriptions,Credit Card,USA
158,2023-10-11,325.13,2.6,Success,1,3490,New,580,Retail,Bank Transfer,FR
159,2023-03-07,211.87,3.17,Success,0,4804,Existing,505,Travel,Credit Card,UK
160,2023-06-19,502.85,1.38,Success,0,8280,Existing,409,E-commerce,Credit Card,UK
161,2023-02-14,318.44,1.03,Success,0,2066,New,378,E-commerce,Debit Card,IT
162,2023-03-03,289.3,3.16,Success,0,1480,Existing,541,Retail,PayPal Balance,FR
163,2023-05-14,424.08,4.92,Success,0,5198,New,465,Subscriptions,Bank Transfer,FR
164,2023-10-11,311.75,1.66,Success,0,4233,Existing,751,Gaming,PayPal Balance,TN
165,2023-01-28,100.26,0.51,Success,0,3431,Existing,310,E-commerce,PayPal Balance,DE
166,2023-04-18,282.67,4.61,Success,0,3754,Existing,460,E-commerce,PayPal Balance,CA
167,2023-02-13,28.61,1.09,Success,0,2238,Existing,218,Retail,Debit Card,TN
168,2023-12-06,85.46,4.4,Failed,0,1064,Existing,364,Travel,PayPal Balance,CA
169,2023-10-13,290.52,2.81,Success,0,6244,Existing,293,Retail,Bank Transfer,CA
170,2023-11-27,131.79,1.3,Success,0,4629,Existing,652,Gaming,PayPal Balance,UK
171,2023-05-08,587.66,1.39,Success,0,5755,Existing,604,E-commerce,Bank Transfer,IT
172,2023-12-14,391.16,2.87,Success,0,3524,Existing,394,Travel,Bank Transfer,FR
173,2023-08-19,204.07,4.08,Success,0,6103,Existing,452,Travel,PayPal Balance,FR
174,2023-07-09,155.43,4.15,Success,0,7803,Existing,771,Subscriptions,Bank Transfer,CA
175,2023-08-13,175.53,1.57,Success,0,2416,New,471,Subscriptions,Bank Transfer,FR
176,2023-10-10,144.52,3.7,Success,0,6445,Existing,314,Subscriptions,PayPal Balance,CA
177,2023-05-01,547.36,2.66,Success,0,7287,Existing,796,Subscriptions,PayPal Balance,CA
178,2023-04-26,273.12,3.29,Failed,0,8513,New,679,Travel,Debit Card,USA
179,2023-08-21,256.47,1.08,Refunded,0,2596,Existing,661,Travel,Debit Card,FR
180,2023-09-16,315.17,2.45,Success,0,6227,New,313,Subscriptions,Debit Card,FR
181,2023-12-25,770.05,1.05,Success,1,3949,Existing,457,Gaming,PayPal Balance,IT
182,2023-07-17,402.34,2.76,Refunded,0,3227,New,627,Subscriptions,PayPal Balance,UK
183,2023-05-17,345.39,0.78,Success,0,5143,Existing,670,Gaming,Credit Card,ES
184,2023-11-14,72.2,1.1,Success,0,8827,New,281,E-commerce,PayPal Balance,IT
185,2023-06-14,502.91,1.96,Success,0,1061,Existing,419,E-commerce,Bank Transfer,UK
186,2023-08-13,429.07,2.8,Success,0,7833,Existing,435,Gaming,PayPal Balance,UK
187,2023-11-03,195.57,1.02,Success,0,5553,Existing,527,Travel,Debit Card,ES
188,2023-08-22,75.96,4.46,Success,0,6483,New,492,Retail,PayPal Balance,FR
189,2023-06-21,69.59,1.76,Success,0,5814,Existing,456,Retail,PayPal Balance,UK
190,2023-06-01,170.83,3.13,Success,0,5962,New,675,Travel,PayPal Balance,DE
191,2023-11-11,158.81,1.14,Success,0,7155,Existing,527,Retail,Bank Transfer,UK
192,2023-06-09,324.68,3.82,Success,0,1255,New,493,Subscriptions,Debit Card,DE
193,2023-04-06,324.45,2.93,Success,0,6769,Existing,659,Retail,Debit Card,IT
194,2023-08-21,195.05,4.7,Success,0,5140,Existing,401,Travel,Bank Transfer,IT
195,2023-06-29,168.8,3.59,Failed,0,7543,Existing,649,Subscriptions,Debit Card,ES
196,2023-04-23,121.83,4.92,Success,0,8838,Existing,342,Subscriptions,Credit Card,USA
197,2023-11-14,147.81,4.16,Success,0,4570,Existing,236,Retail,PayPal Balance,USA
198,2023-02-21,312.06,2.89,Success,0,6588,Existing,225,Retail,Bank Transfer,USA
199,2023-09-25,430.45,1.51,Success,0,6875,Existing,289,E-commerce,Credit Card,IT
200,2023-10-22,856.6,2.03,Success,0,7798,Existing,550,Gaming,Bank Transfer,USA
201,2023-04-23,546.77,2.19,Success,0,1156,Existing,652,E-commerce,Debit Card,DE
202,2023-04-11,355.89,4.61,Success,0,4389,Existing,684,Travel,Credit Card,ES
203,2023-04-23,942.64,1.66,Success,0,5008,New,618,Retail,Credit Card,ES
204,2023-03-22,228.03,3.75,Success,0,5746,Existing,699,Subscriptions,PayPal Balance,UK
205,2023-07-06,286.44,3.15,Success,0,3680,Existing,257,Retail,PayPal Balance,FR
206,2023-04-23,347.72,1.27,Success,0,8815,Existing,716,Travel,Debit Card,UK
207,2023-01-02,82.13,1.71,Success,0,1002,Existing,467,Retail,Bank Transfer,UK
208,2023-05-10,300.04,1.78,Success,0,4857,Existing,722,Travel,PayPal Balance,ES
209,2023-08-08,290.63,1.31,Success,1,5186,Existing,506,Gaming,Debit Card,TN
210,2023-02-23,152.3,4.03,Failed,1,1697,Existing,782,Gaming,Debit Card,UK
211,2023-12-09,442.37,1.91,Success,0,6894,Existing,593,Retail,Debit Card,TN
212,2023-08-12,125.0,2.9,Success,0,3304,New,241,Travel,Credit Card,ES
213,2023-08-13,408.32,3.82,Success,0,5740,New,239,E-commerce,PayPal Balance,IT
214,2023-05-06,443.88,4.86,Success,0,7822,New,308,E-commerce,Bank Transfer,DE
215,2023-05-10,102.43,4.6,Success,0,1958,Existing,791,E-commerce,Credit Card,UK
216,2023-02-22,523.7,1.45,Success,0,5113,Existing,465,Gaming,Debit Card,UK
217,2023-06-21,74.7,4.52,Success,0,4569,New,521,Retail,Bank Transfer,USA
218,2023-08-06,170.09,4.31,Success,0,1379,Existing,749,Travel,Bank Transfer,TN
219,2023-06-09,317.9,0.63,Success,0,1271,New,572,E-commerce,PayPal Balance,USA
220,2023-07-17,93.32,4.48,Success,0,4479,Existing,330,Gaming,Bank Transfer,ES
221,2023-09-04,42.55,2.91,Success,0,2099,New,656,Travel,Credit Card,UK
222,2023-11-20,498.73,1.36,Success,0,8130,New,447,E-commerce,PayPal Balance,ES
223,2023-07-22,237.3,4.98,Success,0,7543,New,464,Gaming,Credit Card,CA
224,2023-07-03,354.46,1.9,Failed,0,3155,Existing,496,Gaming,Debit Card,UK
225,2023-05-03,184.14,1.34,Success,0,1733,Existing,278,Subscriptions,Bank Transfer,FR
226,2023-09-12,293.06,1.28,Success,0,7585,Existing,555,E-commerce,Credit Card,IT
227,2023-10-21,456.55,2.87,Success,0,3384,New,411,Retail,PayPal Balance,IT
228,2023-10-07,283.63,1.29,Success,0,4053,Existing,525,Travel,Bank Transfer,DE
229,2023-11-21,497.94,2.84,Success,0,8617,Existing,669,Gaming,Bank Transfer,CA
230,2023-04-08,492.69,3.82,Success,0,5838,Existing,270,E-commerce,Credit Card,CA
231,2023-07-17,504.81,4.77,Success,0,3115,New,432,Retail,Credit Card,IT
232,2023-08-28,422.26,2.15,Success,0,7762,Existing,741,Gaming,Debit Card,FR
233,2023-05-24,280.59,4.89,Success,0,3267,Existing,377,Gaming,Debit Card,USA
234,2023-04-07,317.18,4.95,Refunded,0,5836,Existing,472,Gaming,Credit Card,IT
235,2023-07-20,38.19,3.15,Failed,1,6889,New,413,E-commerce,Debit Card,DE
236,2023-05-04,118.5,1.86,Success,0,2660,New,544,Travel,Credit Card,DE
237,2023-07-06,490.99,4.34,Success,0,1240,Existing,276,Travel,Bank Transfer,IT
238,2023-11-22,266.37,0.74,Success,0,7082,Existing,618,Travel,Bank Transfer,USA
239,2023-12-15,152.46,2.48,Success,0,7402,Existing,336,E-commerce,Credit Card,CA
240,2023-09-16,96.07,3.35,Success,0,1376,Existing,213,E-commerce,Debit Card,CA
241,2023-05-28,484.11,4.92,Success,0,3226,Existing,642,Gaming,Debit Card,TN
242,2023-09-09,525.56,3.63,Success,0,2860,New,287,Gaming,Debit Card,FR
243,2023-12-12,354.58,1.54,Success,0,4110,New,286,Travel,Credit Card,IT
244,2023-05-27,730.78,4.34,Success,0,8534,New,601,Gaming,Bank Transfer,TN
245,2023-05-28,555.92,3.46,Success,0,6941,Existing,570,Subscriptions,Debit Card,DE
246,2023-12-18,345.14,4.39,Success,0,6131,Existing,452,Retail,Debit Card,FR
247,2023-07-18,105.99,3.63,Failed,0,3988,Existing,265,Gaming,Debit Card,TN
248,2023-11-04,382.67,2.06,Success,0,3829,Existing,371,Gaming,Debit Card,UK
249,2023-05-08,306.13,1.02,Success,0,8170,Existing,399,Retail,Debit Card,TN
250,2023-02-08,124.81,3.61,Failed,0,6369,New,739,Gaming,PayPal Balance,IT
251,2023-12-04,67.95,1.41,Success,0,7762,Existing,518,Retail,Debit Card,ES
252,2023-12-26,95.33,0.79,Success,0,6996,Existing,726,Subscriptions,Credit Card,FR
253,2023-05-09,833.94,1.82,Success,0,8420,New,588,Retail,PayPal Balance,FR
254,2023-09-24,52.61,1.93,Success,0,4805,New,516,Gaming,Bank Transfer,CA
255,2023-05-31,537.89,4.97,Success,0,1915,Existing,518,Gaming,PayPal Balance,UK
256,2023-10-25,163.22,3.04,Success,0,8698,Existing,647,Retail,PayPal Balance,TN
257,2023-04-09,116.34,4.96,Success,0,8771,Existing,790,E-commerce,Credit Card,TN
258,2023-09-20,151.02,3.98,Success,0,6869,Existing,240,Travel,Debit Card,ES
259,2023-09-09,562.87,2.73,Success,0,8875,Existing,211,E-commerce,Credit Card,ES
260,2023-05-24,282.95,1.78,Success,0,6037,Existing,360,Travel,PayPal Balance,IT
261,2023-12-12,540.17,1.51,Success,0,4741,Existing,352,E-commerce,Bank Transfer,CA
262,2023-04-22,353.71,1.55,Success,0,8592,Existing,527,Travel,Debit Card,CA
263,2023-03-01,305.55,4.38,Success,0,6265,Existing,292,E-commerce,PayPal Balance,ES
264,2023-01-02,211.09,2.28,Failed,0,4487,Existing,675,Gaming,PayPal Balance,TN
265,2023-10-31,180.94,2.53,Success,0,7465,Existing,360,Travel,PayPal Balance,USA
266,2023-09-11,427.16,3.28,Success,0,8849,Existing,779,Gaming,PayPal Balance,ES
267,2023-05-20,78.68,0.75,Success,0,7952,Existing,511,Retail,Credit Card,ES
268,2023-02-06,93.27,2.64,Success,0,8635,New,443,Subscriptions,PayPal Balance,USA
269,2023-06-09,267.11,0.57,Success,0,6068,Existing,238,E-commerce,Debit Card,IT
270,2023-01-09,372.23,3.85,Failed,0,8264,New,452,Travel,Bank Transfer,USA
271,2023-08-21,133.37,0.6,Success,0,3655,Existing,373,E-commerce,PayPal Balance,UK
272,2023-04-09,50.16,3.67,Refunded,0,6844,New,687,Subscriptions,PayPal Balance,DE
273,2023-05-27,585.59,1.4,Success,0,7951,Existing,565,Gaming,Debit Card,TN
274,2023-10-31,162.35,4.16,Success,0,5879,New,273,Subscriptions,Debit Card,USA
275,2023-07-27,140.08,1.92,Success,0,2239,Existing,553,Retail,Credit Card,IT
276,2023-05-11,212.99,4.57,Success,0,7302,Existing,624,Gaming,PayPal Balance,USA
277,2023-06-01,337.79,3.82,Success,0,5788,Existing,358,Gaming,Bank Transfer,CA
278,2023-02-23,370.71,1.45,Success,0,7000,New,415,Gaming,Credit Card,ES
279,2023-04-30,698.69,4.48,Success,0,4258,New,508,Retail,PayPal Balance,DE
280,2023-06-10,200.07,0.59,Success,1,3645,New,730,Subscriptions,Debit Card,IT
281,2023-04-26,216.52,3.29,Failed,0,7424,Existing,444,Subscriptions,Credit Card,CA
282,2023-03-16,57.27,4.29,Success,0,5034,Existing,425,E-commerce,Credit Card,ES
283,2023-04-23,375.36,1.08,Success,0,4876,Existing,679,Retail,PayPal Balance,IT
284,2023-04-14,140.34,0.7,Success,0,8533,Existing,323,Travel,PayPal Balance,IT
285,2023-12-06,206.89,4.5,Success,0,4107,Existing,638,Retail,Debit Card,FR
286,2023-09-11,711.01,1.83,Success,0,2411,New,611,Retail,Bank Transfer,FR
287,2023-08-15,157.81,3.49,Success,0,8314,New,343,Subscriptions,Debit Card,CA
288,2023-04-22,411.44,4.27,Failed,0,8936,Existing,482,Gaming,PayPal Balance,UK
289,2023-04-09,148.68,1.0,Success,0,3674,New,698,Subscriptions,PayPal Balance,DE
290,2023-06-02,502.49,2.2,Refunded,1,7555,Existing,673,Retail,Debit Card,ES
291,2023-12-15,456.94,3.77,Success,0,8588,Existing,693,Subscriptions,Credit Card,USA
292,2023-12-04,122.82,0.85,Success,0,4127,New,363,Subscriptions,Credit Card,IT
293,2023-07-13,135.75,3.87,Success,1,8956,Existing,309,Retail,Bank Transfer,DE
294,2023-11-06,662.89,4.46,Failed,0,6846,New,555,Subscriptions,Debit Card,DE
295,2023-06-12,206.47,4.08,Success,0,3089,New,728,Retail,Credit Card,USA
296,2023-07-27,249.16,1.58,Success,0,2690,Existing,723,Retail,Debit Card,FR
297,2023-06-18,224.38,4.27,Failed,0,5640,Existing,468,Subscriptions,Bank Transfer,UK
298,2023-06-10,50.07,3.61,Success,0,1792,Existing,428,E-commerce,Credit Card,USA
299,2023-03-09,551.67,3.86,Success,0,1497,New,566,Subscriptions,Debit Card,USA
300,2023-10-16,77.18,3.86,Success,0,7441,Existing,683,Gaming,Bank Transfer,CA
301,2023-10-04,250.25,2.52,Success,0,4753,Existing,317,Retail,PayPal Balance,ES
302,2023-10-31,276.42,4.55,Success,0,4227,New,420,E-commerce,Bank Transfer,TN
303,2023-05-15,291.77,1.06,Success,0,4597,New,588,Travel,PayPal Balance,UK
